Date,Daily_Revenue,Transactions,Conversion_Rate,Average_Order_Value,Customer_Acquisition_Cost,Website_Traffic,Product_Category,Device_Type,Month,Week,Day_of_Week,ROI
2023-02-02,161201.00892521214,153,2.0702396643854244,72.20470945111734,32.03922891948242,5019,Electronics,Desktop,2023-02,2023-01-30/2023-02-05,Thursday,3288.472916036966
2023-02-03,164242.32687921257,154,4.532205560765834,64.9505613678821,23.89072840539865,4921,Electronics,Tablet,2023-02,2023-01-30/2023-02-05,Friday,4464.110922033592
2023-02-04,171044.15651533118,152,3.7702442459249372,62.964136041602124,43.14947185953948,5011,Clothing,Tablet,2023-02,2023-01-30/2023-02-05,Saturday,2607.889401412355
2023-02-05,173759.20902730135,160,4.916002962785618,109.99561402807214,39.56220688452152,4936,Electronics,Desktop,2023-02,2023-01-30/2023-02-05,Sunday,2745.0315387878995
2023-02-06,179333.6760292231,166,5.463199320407305,54.69809314088699,44.50701619540989,5062,Clothing,Mobile,2023-02,2023-02-06/2023-02-12,Monday,2427.3102129121144
2023-02-07,180571.07559337578,168,2.2624344338536844,109.354969713024,22.790125168512418,4949,Clothing,Mobile,2023-02,2023-02-06/2023-02-12,Tuesday,4716.199770582955
2023-02-08,183071.44330749116,147,2.738019770742474,67.63117941495702,44.09170898393931,5013,Clothing,Tablet,2023-02,2023-02-06/2023-02-12,Wednesday,2824.53095327244
2023-02-09,188621.90559114164,141,5.351854378702552,71.29587604281188,27.937016093746735,5050,Home,Desktop,2023-02,2023-02-06/2023-02-12,Thursday,4788.428394770928
2023-02-10,195255.57856304466,155,4.059004119035949,81.9688908998004,25.425563859412637,4998,Electronics,Mobile,2023-02,2023-02-06/2023-02-12,Friday,4954.515137007703
2023-02-11,200755.05493733683,135,6.3750409252966875,70.92690900866977,16.5104858090806,4949,Sports,Desktop,2023-02,2023-02-06/2023-02-12,Saturday,9006.848727609418
2023-02-12,205680.49818447256,137,5.913749891551638,103.6395950991915,16.582957735788078,5020,Clothing,Mobile,2023-02,2023-02-06/2023-02-12,Sunday,9053.37593519955
2023-02-13,210235.0306052062,133,7.073626177939441,121.2668790396555,35.760337678399644,4955,Electronics,Tablet,2023-02,2023-02-13/2023-02-19,Monday,4420.30086528914
2023-02-14,212434.7264363836,142,6.154956960015352,71.85135684893724,28.737869833020838,4999,Books,Desktop,2023-02,2023-02-13/2023-02-19,Tuesday,5205.741444820809
2023-02-15,216151.77783150636,155,4.579586464340888,76.35524321670746,21.79564878108317,5050,Clothing,Desktop,2023-02,2023-02-13/2023-02-19,Wednesday,6398.192652669645
2023-02-16,220387.24010149902,138,6.037799734366594,81.73358385432203,33.41910918975698,5017,Clothing,Mobile,2023-02,2023-02-13/2023-02-19,Thursday,4778.729969056843
2023-02-17,227658.22436584905,166,3.6522870455325114,95.82113526985276,22.585743547503334,4925,Sports,Mobile,2023-02,2023-02-13/2023-02-19,Friday,6072.1272410483025
2023-02-18,233502.2007568982,154,3.837880992669276,81.93031442088287,32.32895263033268,4887,Home,Mobile,2023-02,2023-02-13/2023-02-19,Saturday,4690.06241618961
2023-02-19,235132.86025808498,147,6.73391095952476,112.74514822105192,25.77626240948071,5010,Home,Desktop,2023-02,2023-02-13/2023-02-19,Sunday,6205.489537821737
2023-02-20,240937.76800878678,151,4.678517098409493,107.93247833123854,39.70656679835457,5004,Clothing,Tablet,2023-02,2023-02-20/2023-02-26,Monday,4018.5150375181934
2023-02-21,245324.34325986638,136,6.790282043110115,61.290752928098,39.62088482300338,4932,Electronics,Tablet,2023-02,2023-02-20/2023-02-26,Tuesday,4552.789452341511
2023-02-22,249127.23907116667,129,6.93453424200967,95.41936331149657,29.320511943672038,5088,Books,Mobile,2023-02,2023-02-20/2023-02-26,Wednesday,6586.579767906202
2023-02-23,255507.33146076064,140,7.145374025967703,115.40678474619006,25.52457328005047,5102,Books,Tablet,2023-02,2023-02-20/2023-02-26,Thursday,7150.177781829123
2023-02-24,262726.07031766477,142,7.499811415047244,75.10438108466234,25.876793896772835,5070,Electronics,Mobile,2023-02,2023-02-20/2023-02-26,Friday,7149.972292421871
2023-02-25,269745.37036780943,158,4.5859113230797774,79.11470256412886,39.171435770046536,5054,Clothing,Tablet,2023-02,2023-02-20/2023-02-26,Saturday,4358.403377311461
2023-02-26,273223.6751332764,152,3.9132009099268332,74.43926004294089,24.84538448392836,5014,Books,Desktop,2023-02,2023-02-20/2023-02-26,Sunday,7234.841463899079
2023-02-27,277761.9901934862,159,5.493192479564684,74.85848768952988,21.27178121120538,4951,Home,Mobile,2023-02,2023-02-27/2023-03-05,Monday,8212.432887442645
2023-02-28,283581.25686820556,153,4.227034540625765,51.63096896177904,17.540650256259205,4945,Electronics,Tablet,2023-02,2023-02-27/2023-03-05,Tuesday,10566.724950524918
2023-03-01,290689.0869343625,150,5.606445000801398,58.433700970698986,29.000793626532253,5011,Sports,Desktop,2023-03,2023-02-27/2023-03-05,Wednesday,6682.324874227275
2023-03-02,294887.47827058414,144,6.233515175862948,86.54947437474459,29.463962967595258,4985,Clothing,Tablet,2023-03,2023-02-27/2023-03-05,Thursday,6950.286057800888
2023-03-03,299672.90012916876,132,6.130430110952821,115.27195949305556,40.227261312087215,4879,Electronics,Desktop,2023-03,2023-02-27/2023-03-05,Friday,5643.5590426849285
2023-03-04,302616.96999306895,158,4.247317322120728,72.73278374963434,21.637160893381918,4924,Books,Desktop,2023-03,2023-02-27/2023-03-05,Saturday,8851.8881376113
2023-03-05,305381.29655681987,157,3.001161210192517,72.14485394102884,26.429738210051998,4937,Clothing,Tablet,2023-03,2023-02-27/2023-03-05,Sunday,7359.527303169382
2023-03-06,312163.08801352046,140,4.583176030773245,119.0304214084147,39.25217216681073,4980,Home,Tablet,2023-03,2023-03-06/2023-03-12,Monday,5680.542553104993
2023-03-07,320032.3078825743,162,2.8555648644914524,62.834850763680265,39.70870832246921,5035,Clothing,Desktop,2023-03,2023-03-06/2023-03-12,Tuesday,4974.9995827272505
2023-03-08,325045.0274513259,141,7.34058221110285,51.77513674587156,26.538332279363047,5134,Clothing,Desktop,2023-03,2023-03-06/2023-03-12,Wednesday,8686.619258385615
2023-03-09,332208.8330590222,145,4.0752647644271445,68.42969127725,28.773720698600428,4918,Home,Desktop,2023-03,2023-03-06/2023-03-12,Thursday,7962.457912224366
2023-03-10,338088.8449210297,171,2.9267584833399427,71.74431042411268,24.098576725478488,4992,Home,Mobile,2023-03,2023-03-06/2023-03-12,Friday,8204.334100718308
2023-03-11,341955.34522373165,178,2.152686559434505,50.05093830609869,42.976646352579365,5034,Clothing,Desktop,2023-03,2023-03-06/2023-03-12,Saturday,4470.096222298285
2023-03-12,347834.8762466607,137,5.874934317718905,82.43916587450778,18.559312972247408,5046,Home,Mobile,2023-03,2023-03-06/2023-03-12,Sunday,13680.143798032634
2023-03-13,356067.6891915049,166,5.821413904728459,103.96892699723071,43.0124826900441,5096,Electronics,Desktop,2023-03,2023-03-13/2023-03-19,Monday,4986.892049278027
2023-03-14,361152.7769251972,162,4.04362499948775,59.28090452570348,35.5159935550603,4941,Home,Mobile,2023-03,2023-03-13/2023-03-19,Tuesday,6276.997786115009
2023-03-15,369438.80404873745,157,2.430271333085906,86.75156437907178,30.947164580601935,4948,Home,Desktop,2023-03,2023-03-13/2023-03-19,Wednesday,7603.647809012124
2023-03-16,369356.0536524701,140,4.457773369371392,92.91871351253546,15.979771823534875,4912,Clothing,Desktop,2023-03,2023-03-13/2023-03-19,Thursday,16509.982465478442
2023-03-17,376156.5984731328,176,3.8673049703803617,83.33231449451414,29.26788575466025,5000,Electronics,Desktop,2023-03,2023-03-13/2023-03-19,Friday,7302.383979256916
2023-03-18,381487.4324215214,137,6.062723838410056,88.71385179482118,27.23244315008197,4943,Sports,Tablet,2023-03,2023-03-13/2023-03-19,Saturday,10225.22945646489
2023-03-19,386046.1575325019,170,5.634675496716142,88.94654525190421,19.83656435925368,5056,Sports,Tablet,2023-03,2023-03-13/2023-03-19,Sunday,11447.848070181775
2023-03-20,391386.4188974851,157,4.18756236918524,68.74544086163137,34.692288105019706,4982,Books,Desktop,2023-03,2023-03-20/2023-03-26,Monday,7185.7673935749135
2023-03-21,392568.02088019555,176,3.3073553255299406,114.97165144023737,44.13452722104857,5137,Home,Mobile,2023-03,2023-03-20/2023-03-26,Tuesday,5053.866573592088
2023-03-22,397285.41691643273,165,7.928215796933551,109.95513668152431,31.865664331935754,5062,Home,Mobile,2023-03,2023-03-20/2023-03-26,Wednesday,7556.065301111741
2023-03-23,403156.38187136844,143,4.724009727176689,108.79822794482335,36.442598293318376,4978,Electronics,Desktop,2023-03,2023-03-20/2023-03-26,Thursday,7736.208529946619
2023-03-24,411268.9097727637,140,6.1296454146814225,105.27351481087727,17.053513576980503,5035,Sports,Tablet,2023-03,2023-03-20/2023-03-26,Friday,17225.981358884244
2023-03-25,415389.10914812866,128,2.8433178054701647,53.50041061133952,27.530009874509844,5015,Books,Mobile,2023-03,2023-03-20/2023-03-26,Saturday,11787.963135547312
2023-03-26,418928.86175425444,144,4.913538197956386,103.52124755623932,18.490754554934878,5001,Electronics,Tablet,2023-03,2023-03-20/2023-03-26,Sunday,15733.420710245391
2023-03-27,423082.0874789976,126,2.165220319216793,98.11202855099016,33.383875066095314,4985,Home,Mobile,2023-03,2023-03-27/2023-04-02,Monday,10058.132372061227
2023-03-28,430069.63152631395,151,5.0327307074627,54.26952770112433,43.15446474642464,5053,Sports,Desktop,2023-03,2023-03-27/2023-04-02,Tuesday,6599.8808509775845
2023-03-29,435883.87355754554,143,7.784104442706214,80.70179289699844,34.85333197414916,4981,Books,Tablet,2023-03,2023-03-27/2023-04-02,Wednesday,8745.61714268153
2023-03-30,439981.0929619237,167,4.305240277914802,90.53586898650576,17.304091449432647,4932,Clothing,Mobile,2023-03,2023-03-27/2023-04-02,Thursday,15225.40106092466
2023-03-31,446164.3676400626,140,2.2339760754494695,118.2863419624927,25.639986149552485,5113,Sports,Desktop,2023-03,2023-03-27/2023-04-02,Friday,12429.368415792942
2023-04-01,451515.2625506709,166,2.1857347455160614,99.49447715788517,31.519901383225545,5054,Books,Desktop,2023-04,2023-03-27/2023-04-02,Saturday,8629.378081100695
2023-04-02,458609.2923436489,166,4.327920559681217,67.70868545443396,27.096232683997567,5082,Electronics,Desktop,2023-04,2023-03-27/2023-04-02,Sunday,10195.906614040188
2023-04-03,462361.9259678064,175,2.9601496187791643,118.90776916903927,40.00932031425517,5174,Clothing,Tablet,2023-04,2023-04-03/2023-04-09,Monday,6603.63167290824
2023-04-04,466863.3414865231,160,2.1401125779691155,85.87559525427778,39.440130141299676,4967,Books,Tablet,2023-04,2023-04-03/2023-04-09,Tuesday,7398.291724284395
2023-04-05,471235.86499217094,149,6.537281683701061,79.88317726193816,33.35493060309664,4997,Books,Desktop,2023-04,2023-04-03/2023-04-09,Wednesday,9481.82698882418
2023-04-06,473465.5749078189,160,4.751138053291344,78.45763606822375,26.20373835398116,4946,Home,Tablet,2023-04,2023-04-03/2023-04-09,Thursday,11292.891888932636
2023-04-07,479214.5552738603,147,3.735468631835927,52.528895239537334,22.660091212897324,5070,Sports,Mobile,2023-04,2023-04-03/2023-04-09,Friday,14386.362925102494
2023-04-08,484893.4056301323,140,7.4004990980988845,82.80460992367715,18.17622954639388,4959,Home,Desktop,2023-04,2023-04-03/2023-04-09,Saturday,19055.240896298383
2023-04-09,490060.37235532945,145,2.6968337612031537,94.94970514611316,25.64693050459662,5086,Clothing,Desktop,2023-04,2023-04-03/2023-04-09,Sunday,13177.899418774834
2023-04-10,494747.93790049135,142,7.7355129737319155,77.29233344949569,27.395175516231586,4915,Books,Tablet,2023-04,2023-04-10/2023-04-16,Monday,12718.080253530748
2023-04-11,497073.9362283028,119,3.883800304264117,93.40904954495116,35.27468775312221,5151,Home,Desktop,2023-04,2023-04-10/2023-04-16,Tuesday,11841.61268928158
2023-04-12,501389.3853946843,146,7.330422033852088,67.71217858171639,34.744794728927204,4965,Sports,Mobile,2023-04,2023-04-10/2023-04-16,Wednesday,9883.995284355982
2023-04-13,505860.696173543,161,5.617657258876769,82.1814417144476,17.10324418923771,5030,Clothing,Tablet,2023-04,2023-04-10/2023-04-16,Thursday,18370.73637571132
2023-04-14,509412.881447012,147,6.9602441584489245,91.33080653217264,26.857779462934733,4904,Electronics,Tablet,2023-04,2023-04-10/2023-04-16,Friday,12902.756000817786
2023-04-15,514247.04983559216,176,7.904078979262786,88.79321754126842,20.453366016520857,5068,Home,Desktop,2023-04,2023-04-10/2023-04-16,Saturday,14285.463993272046
2023-04-16,520211.8913611335,154,3.7304326269124743,52.890698205619074,19.70438115950417,4965,Clothing,Desktop,2023-04,2023-04-10/2023-04-16,Sunday,17143.391955364594
2023-04-17,529141.0029754668,175,7.766812912445558,76.21988098257543,39.81906449211738,5054,Electronics,Desktop,2023-04,2023-04-17/2023-04-23,Monday,7593.505554968756
2023-04-18,534646.8984130427,154,4.336891369414522,118.54925860625212,16.257456501487727,5152,Home,Tablet,2023-04,2023-04-17/2023-04-23,Tuesday,21354.71256687969
2023-04-19,540318.7390064005,140,4.313071428421534,75.15107851338965,27.57548627706364,5087,Clothing,Desktop,2023-04,2023-04-17/2023-04-23,Wednesday,13995.835016485518
2023-04-20,545326.5869867804,139,4.042322625527034,85.31615088223678,20.046109672995545,5043,Clothing,Mobile,2023-04,2023-04-17/2023-04-23,Thursday,19570.943789183344
2023-04-21,546645.7843680945,161,5.248445644085511,83.26488498902111,41.37990647035422,5037,Home,Desktop,2023-04,2023-04-17/2023-04-23,Friday,8205.22741705623
2023-04-22,551749.4964291084,146,2.9248702590709224,116.36479517839302,31.711215398251053,5093,Clothing,Desktop,2023-04,2023-04-17/2023-04-23,Saturday,11917.254171638677
2023-04-23,557026.6966609027,157,5.322268912148067,110.80736244389341,21.94141909130544,4846,Books,Tablet,2023-04,2023-04-17/2023-04-23,Sunday,16170.060506564909
2023-04-24,567109.9206977854,163,5.250228874460024,101.1506199963762,30.07281861499129,4995,Home,Desktop,2023-04,2023-04-24/2023-04-30,Monday,11569.257980150538
2023-04-25,571881.9385801355,139,6.57141087562922,65.53515373254933,36.944590791093475,4976,Clothing,Tablet,2023-04,2023-04-24/2023-04-30,Tuesday,11136.2948210759
2023-04-26,577641.7730767148,153,7.001899771625514,92.1836609838416,43.743540267583015,5079,Electronics,Desktop,2023-04,2023-04-24/2023-04-30,Wednesday,8630.843325079166
2023-04-27,582729.0893492167,130,4.642648101874544,96.35883486150263,21.613380127362568,4930,Electronics,Mobile,2023-04,2023-04-24/2023-04-30,Thursday,20739.61328638988
2023-04-28,585548.4730858898,141,3.8139994961089627,71.0279032880789,41.58545316388035,5002,Books,Mobile,2023-04,2023-04-24/2023-04-30,Friday,9986.246954888387
2023-04-29,592990.8585268321,165,3.556009383902567,67.58965788304621,43.02912342502471,4992,Home,Tablet,2023-04,2023-04-24/2023-04-30,Saturday,8352.212885149302
2023-04-30,599651.4644041179,156,3.1677430202292314,119.1002829441406,42.49261633596198,5076,Clothing,Tablet,2023-04,2023-04-24/2023-04-30,Sunday,9046.088415043034
2023-05-01,606390.2681101161,130,2.3458854931941495,78.98393375566143,34.062430705857295,4896,Clothing,Desktop,2023-05,2023-05-01/2023-05-07,Monday,13694.09178165863
2023-05-02,609728.233012439,145,4.05468787300828,117.29953637822297,33.89461963304123,5035,Electronics,Desktop,2023-05,2023-05-01/2023-05-07,Tuesday,12406.164583532782
2023-05-03,617690.5614462234,158,3.6214861527846995,104.94187510989067,27.096318995514682,4972,Books,Mobile,2023-05,2023-05-01/2023-05-07,Wednesday,14427.915222916748
2023-05-04,620043.599132551,129,7.798504315198445,93.15753564750644,37.57193646911364,5048,Electronics,Desktop,2023-05,2023-05-01/2023-05-07,Thursday,12792.898050678252
2023-05-05,626374.0531320638,157,5.346252957500264,94.05062872718969,30.938820550527957,4981,Electronics,Mobile,2023-05,2023-05-01/2023-05-07,Friday,12895.267432729002
2023-05-06,635911.7041955959,165,4.083662234183045,56.99160879338465,35.32314213684884,5037,Books,Tablet,2023-05,2023-05-01/2023-05-07,Saturday,10910.723382214865
2023-05-07,639087.3713572469,149,5.4828056059621755,89.13549559668833,27.853737115463865,4951,Home,Desktop,2023-05,2023-05-01/2023-05-07,Sunday,15398.92823427827
2023-05-08,643111.5157099535,163,2.8351802080741733,113.34040825963253,36.944893921294174,5147,Clothing,Tablet,2023-05,2023-05-08/2023-05-14,Monday,10679.336175490766
2023-05-09,648467.558252041,156,4.664262495213217,98.62679006371218,39.73414552813647,5060,Home,Desktop,2023-05,2023-05-08/2023-05-14,Tuesday,10461.640150748757
2023-05-10,652617.3467557209,141,5.757405928526383,88.0867337412882,19.393087698084482,4912,Sports,Mobile,2023-05,2023-05-08/2023-05-14,Wednesday,23866.7090719119
2023-05-11,654672.7597055008,162,4.933386990754708,119.2387439163406,39.98789146722684,5009,Sports,Tablet,2023-05,2023-05-08/2023-05-14,Thursday,10106.03391788582
2023-05-12,659966.6254670251,158,4.410672803925945,81.29918554678392,31.208895953709217,4973,Sports,Tablet,2023-05,2023-05-08/2023-05-14,Friday,13384.017059903766
2023-05-13,662998.757851485,157,7.963090333398189,72.60888649956631,40.33997727270673,4968,Books,Desktop,2023-05,2023-05-08/2023-05-14,Saturday,10468.330202528154
2023-05-14,669102.6825246676,154,7.281888572893562,88.07663832156514,27.939051190230437,4988,Electronics,Tablet,2023-05,2023-05-08/2023-05-14,Sunday,15551.074316066306
2023-05-15,672420.5738681123,136,5.74043574895664,100.32934736223191,26.37121456149105,5001,Home,Mobile,2023-05,2023-05-15/2023-05-21,Monday,18748.73420779324
2023-05-16,680677.1824900595,166,5.416264167093697,50.64411808383478,42.45182197551667,4946,Clothing,Tablet,2023-05,2023-05-15/2023-05-21,Tuesday,9659.102398771634
2023-05-17,684267.4157172993,163,5.723962878947504,90.69737286980835,22.535078026452037,5034,Sports,Tablet,2023-05,2023-05-15/2023-05-21,Wednesday,18628.55589272853
2023-05-18,688780.0324968002,144,3.2078726469345993,101.2069003107262,40.32636975858429,4983,Home,Desktop,2023-05,2023-05-15/2023-05-21,Thursday,11861.20818400339
2023-05-19,695563.8067434517,136,4.370826459585912,79.60716749406278,29.520617175282123,5063,Sports,Tablet,2023-05,2023-05-15/2023-05-21,Friday,17324.97571137816
2023-05-20,698258.8179224961,163,2.236757197345396,107.13929532605283,30.422863276537793,5073,Sports,Desktop,2023-05,2023-05-15/2023-05-21,Saturday,14080.845678572425
2023-05-21,703870.4776036165,155,4.85327622492096,97.8237332482214,24.25404844468452,4984,Clothing,Desktop,2023-05,2023-05-15/2023-05-21,Sunday,18723.059228087026
2023-05-22,711641.5029240937,155,5.258147503745979,127.82766237022155,32.191266018570474,4948,Books,Tablet,2023-05,2023-05-22/2023-05-28,Monday,14262.363897361167
2023-05-23,713583.2762668835,161,3.3664984166192573,69.9879420483757,24.75633588828634,5002,Electronics,Mobile,2023-05,2023-05-22/2023-05-28,Tuesday,17903.27244923331
2023-05-24,719109.2837958602,160,7.784173082993083,101.61419700992178,16.17808242724957,4987,Books,Desktop,2023-05,2023-05-22/2023-05-28,Wednesday,27780.99965762273
2023-05-25,724785.7891962694,183,7.456727665623452,64.65352184405191,23.15995816033068,4968,Home,Tablet,2023-05,2023-05-22/2023-05-28,Thursday,17100.972530354407
2023-05-26,731506.1747517361,155,6.332859412735435,52.69267097446548,15.19137130219772,4934,Books,Desktop,2023-05,2023-05-22/2023-05-28,Friday,31066.284813503982
2023-05-27,734189.0131418923,132,5.2003197725921755,44.28938314364254,44.3506436117057,4938,Home,Mobile,2023-05,2023-05-22/2023-05-28,Saturday,12541.053579839483
2023-05-28,736704.8397276358,157,7.2198149578861095,95.76648044793853,43.97241629459243,5118,Home,Mobile,2023-05,2023-05-22/2023-05-28,Sunday,10671.206882860826
2023-05-29,742905.4626707818,143,2.7839140629407773,88.68495827888205,26.85465892416915,5052,Electronics,Desktop,2023-05,2023-05-29/2023-06-04,Monday,19345.407105223934
2023-05-30,748656.1718291604,127,6.74305876564931,75.41897885276492,36.85112563018938,4904,Clothing,Mobile,2023-05,2023-05-29/2023-06-04,Tuesday,15996.609020850387
2023-05-31,754313.8973417643,144,2.74892488380109,49.52991332100774,25.37418295231275,5047,Electronics,Tablet,2023-05,2023-05-29/2023-06-04,Wednesday,20644.175868073828
2023-06-01,760163.5335726705,159,6.765263975296433,71.19226747722648,35.13279471257928,4986,Books,Tablet,2023-06,2023-05-29/2023-06-04,Thursday,13608.091146703857
2023-06-02,763960.2239414258,160,3.6546054095081417,85.08186015350913,39.16290129137937,5002,Home,Desktop,2023-06,2023-05-29/2023-06-04,Friday,12192.026745181263
2023-06-03,769581.4711476599,150,7.262543486109133,100.86338733586196,43.40268734076722,4974,Sports,Mobile,2023-06,2023-05-29/2023-06-04,Saturday,11820.79602745102
2023-06-04,775324.3559061696,157,7.664252562952387,84.66928499504749,27.00636827549016,5046,Sports,Tablet,2023-06,2023-05-29/2023-06-04,Sunday,18285.952569756402
2023-06-05,779052.3928820291,147,2.892775816430694,90.04120685410555,38.49893948868143,4942,Home,Tablet,2023-06,2023-06-05/2023-06-11,Monday,13765.771765252672
2023-06-06,787940.6817162308,136,4.7760536303923615,77.47735238051729,22.977853518963563,4930,Electronics,Tablet,2023-06,2023-06-05/2023-06-11,Tuesday,25214.19800342129
2023-06-07,794045.0873699666,157,7.885924268976111,119.98448405054309,44.70996911380945,4978,Clothing,Desktop,2023-06,2023-06-05/2023-06-11,Wednesday,11312.045437988512
2023-06-08,796819.2201874735,129,4.90044461583888,64.63500711343545,15.773087962930534,4967,Electronics,Desktop,2023-06,2023-06-05/2023-06-11,Thursday,39160.963244892926
2023-06-09,803289.0672166534,156,7.181285135087271,71.01523565429744,33.105864195033625,5036,Home,Tablet,2023-06,2023-06-05/2023-06-11,Friday,15554.0083837682
2023-06-10,806496.4436881109,178,5.5323891327879196,75.15283852012973,34.78517944953981,5088,Home,Tablet,2023-06,2023-06-05/2023-06-11,Saturday,13025.31413901951
